"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Turkey gravy" "Soups" 0.004 51 5.1 0.002 1e-04 2.1 0.4 2e-06 7e-04 0.002 0.9 4.7 0 0 0 0.029 0.49 0.109 2.6 0.62 6e-07 0.577 NA 0 0 2e-05 1e-07 8e-05 0.0013 2e-05 1e-05 0 8e-04 0.0029 NA NA NA NA NA 2e-04 NA NA NA 0.21 NA NA NA 0 5e-05 0 NA NA NA NA NA NA NA
"Sofrito sauce" "Soups" 0.02 237 5.5 NA 0.00017 18 1.7 4.3e-05 0.00094 0.025 NA 3.8 NA NA NA 0.139 NA 0.401 13 NA NA 1.145 NA NA NA 0.00028 NA 0.00020999999999999 0.0029 6e-04 0.00035999999999999 0.02 0.0014 NA NA NA NA NA NA 0.00019 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Spaghetti sauce" "Soups" 0.02 48 8.7 0 NA 0.9 NA NA 9e-04 0.013 0.21 8.7 NA NA NA 0.025 0.51 0.292 1.2 0.16 NA 0.59 NA 335 1.7e-05 3e-05 0 0.00011999999999999 0.00073 NA 6e-05 0.0039 0.00020999999999999 NA 1.8 NA NA NA NA NA NA NA NA 4.7 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Plum sauce" "Soups" 0.012 184 43 0 8e-05 1 0.7 6e-06 0.0014 0.012 0.24 42 0 0 0 0.022 0.59 0.259 0.89 153 4e-07 0.538 NA 43 2e-06 2e-05 0 8e-05 0.001 6e-05 8e-05 5e-04 0.00019 NA NA NA NA NA NA 0.00011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Pizza sauce" "Soups" 0.054 54 8.7 0 0.00014 1.2 2 1e-05 9e-04 0.021 0.46 6.7 0 0 0 0.05 0.1 0.354 2.2 0.46 NA 0.348 0 667 NA 6e-05 2e-08 5e-05 0.0014 0.00037 0.00014 0.011 0.00025 NA NA NA NA NA NA 0.00022 NA NA NA 3.8 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Tomato bisque" "Soups" 0.031 96 18 0.004 1e-04 2 0.8 1.2e-05 0.00064 0.007 0.53 18 NA NA NA 0.047 0.87 0.325 1.8 0.42 NA 0.698 NA 562 3.2e-05 5e-05 0 6e-05 0.00089 1e-04 7e-05 0.0046 0.00046 NA NA 3e-05 6e-05 1e-04 7e-05 2e-04 2e-05 6e-05 NA NA 5e-05 2e-05 7e-05 NA NA NA NA NA NA NA NA NA NA
"Tabasco" "Soups" 0.012 12 0.8 0 8e-05 0.76 0.6 1e-06 0.0012 0.012 0.06 0.2 0 0 0 0.023 0.4 0.128 1.3 0.11 5e-07 0.633 NA 1640 8.2e-05 3e-05 0 8e-05 0.00017999999999999 0.00011 0.00015 0.0045 0.00016 0 NA 3e-05 4e-05 7e-05 6e-05 0.00011 2e-05 4e-05 NA 0.13 5e-05 2e-05 6e-05 0 1e-05 2e-07 NA NA NA NA NA NA NA
"Chicken soup" "Soups" 0.003 36 3.5 0.003 5e-05 1.2 0 5e-06 0.00020999999999999 0.004 0.58 3.5 0 0 0 0.027 0.21 0.105 2.5 0.32 2.2e-06 0.143 NA 3 1e-06 4e-05 0 9e-05 0.0016 NA 6e-05 2e-04 0.00014 0.0092 NA NA NA NA NA NA NA NA NA 1.6 NA NA NA 0 3e-05 2e-07 NA NA NA NA NA NA NA
"Fish soup" "Soups" 0.003 16 0 0.001 6e-05 0.81 0 2e-06 1e-05 0.007 0.24 0 0.05 0.02 0.04 0.056 0.14 0.144 2.3 0.2 1e-06 0.156 NA 6 2e-06 3e-05 6.9e-07 8e-05 0.0012 0.00033 4e-05 1e-04 6e-05 0.007 NA NA NA NA NA 5e-05 NA NA NA 0 NA NA NA 0 0.00017 0 NA NA NA NA NA NA NA
"Oyster sauce" "Soups" 0.032 51 11 0 0.00015 0.25 0.3 1.5e-05 0.00017999999999999 0.004 0.07 11 0 0 0 0.022 0.07 0.054 1.4 0.04 4.4e-06 2.733 NA 0 0 1e-05 4.1e-07 0.00011999999999999 0.0015 2e-05 2e-05 1e-04 9e-05 0.0035 NA NA NA NA NA 5e-05 NA NA NA 0 NA NA NA 0 0 0 NA NA NA NA NA NA NA
"Shark fin soup" "Soups" 0.01 46 3.8 0.002 0.00011 2 0 9e-06 0.00094 0.007 0.58 3.8 0.12 0.04 0.09 0.021 0.34 0.053 3.2 0.5 NA 0.501 NA 0 0 3e-05 1.9e-07 4e-05 0.00049 0.00013 3e-05 1e-04 0.00082 NA NA NA NA NA NA 2e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bean and ham soup" "Soups" 0.038 81 14 0.002 8e-05 1 4 2.9e-05 0.001 0.019 0.42 9.7 0 0 0 0.013 0.27 0.158 4.2 0.25 4.3e-06 0.187 NA 702 3.5e-05 6e-05 3e-08 3e-05 0.00032 0.00013 5e-05 0.0011 0.00053 0.018 NA NA NA NA NA 0.00023 NA NA NA 3.2 NA NA NA 0 0.00039 5.1e-06 NA NA NA NA NA NA NA
"Cream of Broccoli Soup" "Soups" 0.016 56 8.1 0.004 NA 1.6 1.6 NA 0 NA NA 6.5 NA NA NA NA NA NA 1.6 0.4 NA 0.565 0 81 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 0.81 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cream of celery soup" "Soups" 0.075 66 5.9 0.013 6e-05 3.9 0.3 3e-06 0.00028 0.009 0.99 5.6 0 0 0 0.061 1.1 0.125 2.3 1.6 1.9e-06 0.272 NA 186 NA 3e-05 2e-07 1e-04 0.00017999999999999 0.00061 3e-05 6e-04 8e-05 NA NA 6e-05 0.00013 0.00020999999999999 0.00016 1e-04 5e-05 0.00011 NA NA 1e-04 3e-05 0.00015 NA NA NA NA NA NA NA NA NA NA
"Vegetable soup" "Soups" 0.02 65 12 0 0.00023 0.9 2.1 1.2e-05 0.00066 0.025 0.2 10 0 0 0 0.045 0.4 0.433 2.2 0.15 4e-06 0.385 NA 1721 8.6e-05 0.00011 0 9e-05 0.0015 0.00035 0.00017 8e-04 4e-04 0.009 NA NA NA NA NA 0.00025 NA NA NA 4.3 NA NA NA 0 0.0014 4.2e-06 NA NA NA NA NA NA NA
"Beef noodle soup" "Soups" 0.008 34 3.6 0.002 6e-05 1.2 0.3 8e-06 0.00044 0.003 0.5 3.3 0 0 0 0.019 0.2 0.04 1.9 0.46 3e-06 0.325 NA 101 5e-06 3e-05 8e-08 2e-05 0.00043 8e-05 2e-05 2e-04 0.00062 0.007 NA NA NA NA NA 0.00011 NA NA NA 1 NA NA NA 0 5e-04 8e-07 NA NA NA NA NA NA NA
"Minestrone" "Soups" 0.014 34 4.7 0.001 5e-05 1 0.4 1.5e-05 0.00038 0.003 0.29 4.3 0 0 0 0.023 0.46 0.13 1.8 0.23 NA 0.254 NA 970 4.9e-05 2e-05 0 2e-05 0.00039 0.00014 4e-05 5e-04 0.00031 NA NA 3e-05 5e-05 1e-04 8e-05 0.00015 2e-05 6e-05 NA NA 4e-05 1e-05 7e-05 NA NA NA NA NA NA NA NA NA NA
"Cream of mushroom soup" "Soups" 0.007 39 3.3 0 2e-05 2.6 0.3 1e-06 9e-05 0.002 0.6 3 0 0 0 0.012 1.4 0.031 0.66 0.47 1.4e-06 0.34 NA 4 1e-06 1e-05 0 1e-05 0.00017 7e-05 1e-05 0 6e-05 0.0047 NA NA NA NA NA 2e-05 NA NA NA 0.2 NA NA NA 1e-07 0.00023999999999999 9.6e-06 NA NA NA NA NA NA NA
"Pea soup" "Soups" 0.012 61 9.9 0 0.00015 1.1 1.9 1e-06 0.00073 0.015 0.37 8 0 0 0 0.047 0.14 0.071 3.2 0.52 3.6e-06 0.336 NA 12 3e-06 4e-05 0 3e-05 0.00046 5e-05 2e-05 6e-04 0.00064 0.013 NA NA NA NA NA 0.00025 NA NA NA 3.2 NA NA NA 0 9e-05 2e-07 NA NA NA NA NA NA NA
"Chicken noodle soup" "Soups" 0.002 23 3.7 0.004 1e-05 0.55 0.1 7e-06 2e-04 0.003 0.21 3.6 0 0 0 0.012 0.16 0.013 0.84 0.12 3.8e-06 0.229 NA 11 1e-06 8e-05 2e-08 3e-05 0.00043 4e-05 1e-05 0 8e-05 0.0049 NA NA NA NA NA 3e-05 NA NA NA 0.31 NA NA NA 0 5e-05 1.4e-06 NA NA NA NA NA NA NA
"Chicken tortilla soup" "Soups" 0.008 53 8.2 0.004 NA 0.82 1.2 NA 0.00015 NA NA 7 NA NA NA NA NA NA 2.9 0.41 NA 0.347 0 82 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bisque" "Soups" 0.016 50 9.6 0.002 5e-05 1 0.2 6e-06 0.00033 0.004 0.28 9.4 NA NA NA 0.024 0.45 0.169 0.92 0.22 NA 0.424 NA 292 1.8e-05 3e-05 0 3e-05 0.00047 5e-05 4e-05 0.0024 0.00023999999999999 NA NA 2e-05 3e-05 5e-05 4e-05 1e-04 1e-05 3e-05 NA NA 3e-05 1e-05 4e-05 NA NA NA NA NA NA NA NA NA NA
"Tomato soup" "Soups" 0.008 32 7.5 0 3e-05 0.21 0.5 0 0.00029 0.007 0.07 7 0 0 0 0.015 0.08 0.275 0.71 0.06 1.5e-06 0.186 NA 192 1e-05 2e-05 0 1e-05 0.00041999999999999 NA 4e-05 0.0063 9e-05 0.0063 NA NA NA NA NA 7e-05 NA NA NA 4 NA NA NA 0 0.00017 1.5e-06 NA NA NA NA NA NA NA
"Ramen noodle soup" "Soups" 0.021 440 60 0 0.00013 18 2.9 0.000116 0.00409999999999999 0.025 6.2 57 0 0 0 0.115 2.2 0.181 10 8.1 2.3e-05 1.855 0.07 12 1e-06 0.00045 2.5e-07 0.00026 0.0054 0.00044 4e-05 3e-04 6e-04 0.0055 0 NA NA NA NA 0.00063 NA NA 56 2 NA NA NA 0 0.0024 8.9e-06 0.06 0 0.01 0 0 2.1 NA
"Chipotle salsa" "Soups" 0 25 6.3 0 NA 0 3.1 NA 0 NA NA 3.2 NA NA NA NA NA NA 0 0 NA 0.719 NA 625 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 6.3 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Enchilada sauce" "Soups" NA 40 8.3 0 NA 0 1.7 NA 6e-04 NA NA 6.6 NA NA NA NA NA NA 1.7 0 NA 0.867 NA 667 NA NA NA NA NA NA NA 0.002 NA NA NA NA NA NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Picante sauce" "Soups" NA 25 6.3 0 NA 0 3.1 NA NA NA NA 3.2 NA NA NA NA NA NA 0 0 NA 0.688 NA 625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.3 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Taco sauce" "Soups" 0 50 13 0 NA 0 0 NA 0 NA NA 13 NA NA NA NA NA NA 0 0 NA 0.813 NA 625 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 6.3 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Indian masala" "Soups" 0.022 57 11 0 NA 0.88 2.6 NA 0.001 NA NA 7.9 NA NA NA NA NA NA 3.3 0.18 NA 0.092 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sriracha" "Soups" 0.018 93 19 NA 6e-05 0.93 2.2 2.2e-05 0.0016 0.016 NA 17 NA NA NA 0.046 NA 0.321 1.9 NA 4e-07 2.124 NA 2574 0.000129 8e-05 NA 0.00022 0.0012 0.00038 0.00046 0.027 0.00023999999999999 NA 8.2 NA NA NA NA 0.00015 NA NA NA 15 NA NA NA NA 0.0048 1.1e-05 NA NA NA NA NA NA NA
"Cheese sauce" "Soups" 0.204 438 61 0.023 9e-05 18 1 0.000134 5e-04 0.036 6.9 60 0 0 0 0.283 0.98 0.428 7.7 8.4 NA 3.202 NA 202 5.6e-05 0.00020999999999999 4.6e-07 0.00068 0.0024 0.0015 0.00017999999999999 9e-04 0.0011 NA NA NA NA NA NA 5e-05 NA NA NA 10 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Chowder" "Soups" NA 99 7.5 0.011 NA 6.3 0.9 NA NA NA 1.3 6.6 NA NA NA NA 1.9 NA 3.1 1.8 NA 0.299 NA 1150 5.8e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Alfredo sauce" "Soups" 0.467 535 37 0.056 6e-05 36 2 4e-06 0.00094 0.032 14 35 0 0 0 0.415 8.6 0.254 15 13 9.3e-06 2.59 NA 213 5.4e-05 0.00016 3.8e-07 5e-05 0.0021 0.001 0.00013 0 0.0015 NA NA NA NA NA NA 6e-05 NA NA NA 5.4 NA NA NA NA 0.0018 6.2e-06 NA NA NA NA NA NA NA
"Chili sauce" "Soups" 0.009 21 3.9 0 9e-05 0.6 0.7 1.1e-05 5e-04 0.012 0.41 3.2 0 0 0 0.016 0.07 0.564 0.9 0.08 2e-07 0.025 NA 458 2.3e-05 1e-05 0 9e-05 6e-04 NA 0.00014 0.03 0.00015 0.00609999999999999 NA NA NA NA NA NA NA NA NA 2.6 NA NA NA 0 0.00035999999999999 6.7e-06 NA NA NA NA NA NA NA
"Worcestershire sauce" "Soups" 0.107 78 19 0 2e-04 0 0 8e-06 0.0053 0.013 0 19 0 0 0 0.06 0 0.8 0 0 5e-07 0.98 NA 79 5e-06 7e-05 0 0.00013 7e-04 NA 0 0.013 0.00019 0.0027 NA NA NA NA NA NA NA NA NA 10 NA NA NA 0 8e-05 1e-06 NA NA NA NA NA NA NA
"Dashi" "Soups" 0.187 438 65 0.013 0 14 0.2 2.1e-05 0.001 0.056 5.4 65 0 0 0 0.166 4.5 0.309 17 3.4 2.8e-05 1.067 NA 500 2.5e-05 1e-04 3e-07 0.00043 0.0025 NA 1e-04 0.0011 9e-05 0.115 NA NA NA NA NA NA NA NA NA 14 NA NA NA 0 0.00071999999999999 6.7e-05 NA NA NA NA NA NA NA
"Succotash" "Soups" 0.018 99 20 0 0.00019 1 3.8 4e-05 0.0018 0.048 0.2 16 NA NA NA 0.113 0.49 0.369 5 0.19 6e-07 0.004 0 292 1.5e-05 0.00020999999999999 0 8e-05 0.0016 0.00013 0.00013 0.015 0.00061 NA NA 0.00016 0.00028 0.00044 3e-04 0.00069 7e-05 0.00023999999999999 NA NA 0.00020999999999999 6e-05 0.00031 0 NA NA NA NA NA NA NA NA NA
"Egg Drop Soup" "Soups" 0.007 27 4.3 0.023 2e-05 0.61 0.4 7e-06 0.00026 0.002 0.19 3.9 0 0 0 0.015 0.13 0.022 1.2 0.17 4e-07 0.37 0 89 2e-05 2e-05 3e-08 2e-05 0.00016 0.00011999999999999 2e-05 0.0065 9e-05 0.033 NA 1e-05 3e-05 5e-05 5e-05 1e-05 2e-05 3e-05 2.5 0.09 4e-05 3e-05 4e-05 2e-07 0.00013 1.2e-06 0.01 0 0 0 0 0.11 NA
"Hot and sour soup" "Soups" 0.019 39 4.4 0.021 3e-05 1.2 0.5 8e-06 0.00064 0.009 0.29 3.9 0 0 0 0.032 0.31 0.055 2.6 0.23 4e-07 0.376 0 34 9e-06 3e-05 1e-07 3e-05 0.00051 0.00023 6e-05 0 0.00022 0.04 0 6e-05 8e-05 0.00015 0.153 9e-05 4e-05 9e-05 2.4 0.42 0.00011 2e-05 9e-05 1e-07 0.00039 1.1e-06 0.03 0 0 0 0 0.27 NA
"Wonton soup" "Soups" 0.005 32 5.3 0.004 2e-05 0.26 0.2 1.3e-05 0.00020999999999999 0.003 0.08 5.1 0 0 0 0.018 0.07 0.032 2.1 0.06 1.1e-06 0.406 0 13 1e-06 2e-05 9e-08 2e-05 0.00058 0.00014 8e-05 7e-04 0.00011999999999999 0.019 0 4e-05 6e-05 0.00011999999999999 6e-05 3e-05 3e-05 7e-05 4.8 0.34 8e-05 1e-05 7e-05 0 6e-05 9e-07 0 0 0 0 0 0.07 NA
"Tomatillo Salsa Verde" "Soups" 0 47 6.3 0 NA 1.6 0 NA 0 NA NA 6.3 NA NA NA NA NA 0.203 0 0 NA 0.719 NA 625 NA NA NA NA NA NA NA 0.0038 NA NA NA NA NA NA NA NA NA NA NA 6.3 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Tartar sauce" "Soups" 0.026 211 13 0.007 2e-05 17 0.5 5e-06 0.00025 0.006 3.6 13 0.01 0 0 0.017 9 0.068 1 3.3 9e-07 0.667 NA 165 1.1e-05 2e-05 2e-08 3e-05 9e-05 7e-05 4e-05 0.0023 0.00011999999999999 0.008 NA NA NA NA NA 0.00011 NA NA NA 4.3 NA NA NA 0 0.0017 5e-05 NA NA NA NA NA NA NA
"Potato flour" "Baked Products" 0.065 357 83 0 2e-04 0.34 5.9 2.5e-05 0.0014 0.065 0.01 77 0 0 0 0.168 0.15 1.001 6.9 0.09 1.1e-06 0.055 0 0 0 0.00023 0 5e-05 0.0035 0.00047 0.00077 0.0038 0.00054 0.04 NA 0.00017 3e-04 0.00043 0.00041 0.00031 0.00011 0.00032 NA 3.5 0.00028 0.00011999999999999 0.00035999999999999 0 0.00025 0 NA NA NA NA NA NA NA
"Corn pudding" "Baked Products" 0.039 131 17 0.072 4e-05 5 1.2 2.9e-05 0.00053 0.015 1.5 16 0.01 0 0 0.09 0.55 0.176 4.4 2.5 6.1e-06 0.282 0.09 296 5.7e-05 7e-05 3.1e-07 0.00015 0.001 NA 0.00013 0.0037 0.00047999999999999 0.056 NA 0.00011 2e-04 0.00044 0.00033 8e-05 0.00011 0.00022 8.7 6.6 0.00017 6e-05 0.00026 5e-07 0.00027 5e-07 NA NA NA NA NA NA NA
"Biscuit" "Baked Products" 0.235 353 45 0.003 8e-05 16 1.5 6.1e-05 0.0029 0.018 6.9 43 0 0 0 0.164 4.2 0.121 7 4.3 2e-05 0.58 NA 82 NA 0.00035999999999999 8e-08 0.00031 0.0029 0.00029 4e-05 2e-04 0.00054 NA NA 0.00016 0.00027 0.00051 0.00023 0.00038 0.00013 0.00035 NA 2.2 0.00020999999999999 9e-05 0.00031 NA NA NA NA NA NA NA NA NA NA
"Banana bread" "Baked Products" 0.021 326 55 0.043 7e-05 11 1.1 3.3e-05 0.0014 0.014 4.5 54 0 0 0 0.058 3.1 0.134 4.3 2.2 1.2e-05 0.302 NA 493 0.000106 0.00017 1e-07 2e-04 0.0014 0.00027 0.00015 0.0017 0.00035 NA NA 0.00011 0.00017999999999999 0.00033 0.00017999999999999 0.00020999999999999 9e-05 0.00022 NA NA 0.00015 5e-05 0.00020999999999999 NA NA NA NA NA NA NA NA NA NA
"Cornbread" "Baked Products" 0.135 330 54 0.057 7e-05 9.6 2.3 5.5e-05 0.0019 0.017 3.5 52 0.01 0 0 0.391 2 0.133 6.6 3.7 8.7e-06 0.599 0.22 168 3.5e-05 0.00019 2.3e-07 0.00017999999999999 0.002 0.00058 9e-05 1e-04 0.00067 0.059 0.2 0.00017 0.00027 0.00066 0.00032 0.00022 0.00016 0.00034 36 16 0.00023 6e-05 0.00033 0 0.00051 3.7e-06 0.08 0.04 0 0 0.01 1.7 NA
"Egg bread" "Baked Products" 0.093 287 48 0.051 0.00016 6 2.3 0.000105 0.003 0.019 2.3 46 0.01 0 0 0.106 1.1 0.115 9.5 1.6 3e-05 0.38 NA 211 6.3e-05 0.00044 1e-07 0.00044 0.0048 0.00028 6e-05 0 0.00079 0.084 NA 0.00020999999999999 0.00039 0.00069 0.00031 5e-04 0.00019 0.00047999999999999 NA 1.8 0.00031 0.00011 0.00044 4e-07 0.00026 9e-07 NA NA NA NA NA NA NA
"Dough" "Baked Products" 0.052 272 52 0 0.00015 2.4 2.2 0.000123 0.0039 0.032 0.36 50 0 0 0 0.105 0.86 0.117 11 0.53 2.9e-05 0.602 0.01 1 0 0.00070999999999999 0 0.00043 0.0048 0.00046 0.00011 0 0.001 0.008 0.51 NA NA NA NA 0.00058 NA NA 44 4.6 NA NA NA 0 0.00020999999999999 7e-07 0.06 0 0 0 0 0.79 NA
"French bread" "Baked Products" 0.047 319 62 0 0.00015 2.1 3.1 0.00014 0.0039 0.031 0.39 59 0 0 0 0.126 0.83 0.14 13 0.5 3e-05 0.72 NA 0 0 0.00043 0 0.00037 0.0054 0.00062 1e-04 2e-04 0.0011 0.018 NA 0.00023 0.00041999999999999 0.00076 0.00033 0.00057 0.00017 0.00054 NA 3.6 0.00032 0.00013 0.00047999999999999 0 0.00019 5e-07 0.05 0 0 NA NA NA NA
"Irish soda bread" "Baked Products" 0.081 290 56 0.018 0.00013 5 2.6 4.7e-05 0.0027 0.023 2 53 0 0 0 0.114 1.5 0.266 6.6 1.1 1.6e-05 0.398 NA 194 4.8e-05 3e-04 5e-08 0.00027 0.0024 0.00025 8e-05 8e-04 0.00057 NA NA 0.00016 0.00023 0.00044 0.00022 0.00035999999999999 0.00014 3e-04 NA NA 2e-04 7e-05 0.00028 NA NA NA NA NA NA NA NA NA NA
"Italian bread" "Baked Products" 0.078 271 50 0 0.00019 3.5 3.2 0.000191 0.0029 0.027 0.81 47 0 0 0 0.103 1.4 0.11 8.8 0 2.7e-05 0.55 NA 1 0 0.00047 0 0.00029 0.0044 0.00038 5e-05 0 0.00086 0.015 NA 0.00019 0.00033 0.00061 2e-04 0.00046 0.00016 0.00043 NA 3.2 0.00025 1e-04 0.00038 0 0.00029 1.2e-06 NA NA NA NA NA NA NA
"Multigrain bread" "Baked Products" 0.111 288 47 0 0.00031 4.6 8.1 7e-05 0.0027 0.085 0.83 39 0 0 0 0.247 2 0.25 15 0.95 3.6e-05 0.414 0 0 0 0.00023999999999999 0 0.00014 0.0044 0.00037 0.00029 1e-04 0.0019 0.029 2.7 0.00022 0.00035 6e-04 0.00031 0.0022 0.00015 0.00041999999999999 NA 6.9 0.00029 0.00014 0.00043 0 4e-04 1.5e-06 NA 0 NA NA NA NA NA
"Oat bread" "Baked Products" 0.065 236 40 0 0.00014 4.4 4.5 8.1e-05 0.0031 0.035 1.6 35 0 0 0 0.141 1.7 0.147 10 0.7 3e-05 0.353 NA 5 2e-06 5e-04 0 0.00035 0.0048 0.00058 7e-05 0 0.00089 0.019 NA 0.00023 4e-04 0.00073 3e-04 0.00078 0.00017999999999999 0.00052 NA 7.7 3e-04 0.00013 0.00046 0 0.00044 1.2e-06 NA NA NA NA NA NA NA
"Oatmeal bread" "Baked Products" 0.066 269 49 0 0.00020999999999999 4.4 4 6.2e-05 0.0027 0.037 1.6 45 0 0 0 0.126 1.7 0.142 8.4 0.7 2.5e-05 0.447 NA 16 5e-06 4e-04 3e-08 0.00023999999999999 0.0031 0.00034 7e-05 0 0.001 0.019 NA 0.00019 0.00033 0.00061 0.00027 0.00094 0.00015 0.00041 NA 8.1 0.00025 0.00011999999999999 0.00039 0 0.00047999999999999 1.5e-06 NA NA NA NA NA NA NA
"Pita bread" "Baked Products" 0.086 275 56 0 0.00017 1.2 2.2 0.000107 0.0026 0.026 0.11 54 0 0 0 0.097 0.54 0.12 9.1 0.17 2.7e-05 0.536 NA 0 0 6e-04 0 0.00033 0.0046 4e-04 3e-05 0 0.00083999999999999 0.015 NA 2e-04 0.00035 0.00063 0.00022 0.00047999999999999 0.00016 0.00045 NA 1.3 0.00026 0.00011 0.00039 0 3e-04 2e-07 NA NA NA NA NA NA NA
"Protein bread" "Baked Products" 0.124 245 44 0 0.00041999999999999 2.2 3 0.000116 0.0042 0.065 0.18 41 0 0 0 0.185 1 0.322 12 0.33 3.3e-05 0.404 NA 5 0 0.00035999999999999 0 0.00039 0.0043 0.00041999999999999 7e-05 0 0.0018 0.019 NA 0.00027 0.00047 0.00086 0.00037 0.0015 2e-04 6e-04 NA 1.4 0.00037 0.00015 0.00052 0 0.00035999999999999 1.3e-06 NA NA NA NA NA NA NA
"Pumpernickel bread" "Baked Products" 0.068 250 48 0 0.00029 3.1 6.5 9.3e-05 0.0029 0.054 0.93 41 0 0 0 0.178 1.2 0.208 8.7 0.44 2.5e-05 0.596 NA 0 0 0.00033 0 0.00031 0.0031 4e-04 0.00013 0 0.0015 0.015 NA 2e-04 0.00033 6e-04 0.00025 0.0013 0.00016 0.00041999999999999 NA 0.53 0.00027 1e-04 4e-04 0 0.00041999999999999 8e-07 NA NA NA NA NA NA NA
"Raisin bread" "Baked Products" 0.066 274 52 0 2e-04 4.4 4.3 0.000106 0.0029 0.026 2.3 48 0 0 0 0.109 0.68 0.227 7.9 1.1 2e-05 0.347 NA 0 0 0.00034 0 4e-04 0.0035 0.00039 7e-05 1e-04 0.00071999999999999 0.015 NA 0.00017 0.00029 0.00052 2e-04 5e-04 0.00013 0.00035999999999999 NA 5.7 0.00022 8e-05 0.00033 0 0.00028 1.7e-06 NA NA NA NA NA NA NA
"Rye bread" "Baked Products" 0.073 259 48 0 0.00019 3.3 5.8 0.00011 0.0028 0.04 1.3 43 0 0 0 0.125 0.8 0.166 8.5 0.63 3.1e-05 0.603 NA 7 0 0.00043 0 0.00034 0.0038 0.00044 8e-05 4e-04 0.0011 0.015 NA 0.00017999999999999 0.00032 0.00058 0.00023 0.00082 0.00014 0.00041 NA 3.9 0.00026 1e-04 0.00038 0 0.00033 1.2e-06 NA NA NA NA NA NA NA
"White Bread" "Baked Products" 0.144 266 49 0 1e-04 3.3 2.7 0.000111 0.0036 0.023 0.6 47 0 0 0 0.098 1.6 0.126 8.9 0.7 2.2e-05 0.49 0.03 1 0 0.00053 0 0.00023999999999999 0.0048 0.00054 9e-05 0 0.00074 0.015 2.4 NA NA NA NA 0.00054 NA NA 37 5.7 NA NA NA 0 0.00022 2e-07 0.17 0 0 0 0 NA NA
"Bread crumbs" "Baked Products" 0.183 395 72 0 0.00026 5.3 4.5 0.000107 0.0048 0.043 1 67 0 0 0 0.165 2.1 0.196 13 1.2 2.5e-05 0.732 NA 0 0 0.00096999999999999 3.5e-07 4e-04 0.0066 0.00055 0.00011999999999999 0 0.0015 0.015 2.5 3e-04 0.00054 0.00095999999999999 0.00043 0.00092 0.00023 0.00066 60 6.2 0.00043 0.00016 6e-04 0 8e-05 6.6e-06 NA NA NA NA NA NA NA
"Bread sticks" "Baked Products" 0.022 412 68 0 0.00019 9.5 3 0.000162 0.0043 0.032 3.6 65 0 0 0 0.121 3.6 0.124 12 1.4 3.8e-05 0.713 NA 0 0 0.00058999999999999 0 0.00055 0.0053 0.00054 7e-05 0 0.00088 0.015 NA 0.00026 0.00046 0.00083999999999999 0.00028 0.00056 0.00020999999999999 0.00058999999999999 NA 1.3 0.00034 0.00014 0.00052 0 0.001 2.2e-06 NA NA NA NA NA NA NA
